tweet id,time of tweet,user_id,text
1544785175577366530,2022-07-06 20:47:41+00:00,700716580649349120,"Which one will you BUY and HODL and can make you Rich? 👀🤔 
#cheems 
#AITX 
#KISHU #MemeTech 
#cro  💹💰💸🤑 Love ❤️… https://t.co/IlYCMGYAoI"
1544785161744576513,2022-07-06 20:47:37+00:00,700716580649349120,@1goonrich Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1544570671253975040,2022-07-06 06:35:19+00:00,700716580649349120,Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵 https://t.co/DRO4BiPHSc
1544570555084316672,2022-07-06 06:34:51+00:00,700716580649349120,@LonelyMoonCoin I’m ready! Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1544563658830729217,2022-07-06 06:07:27+00:00,700716580649349120,@gandalfcryptto Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1544547096316956673,2022-07-06 05:01:38+00:00,700716580649349120,@jesmotril @CheemsInu Same! Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1544542924708270080,2022-07-06 04:45:04+00:00,700716580649349120,Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵 https://t.co/xU3wKADgOi
1544542864255750144,2022-07-06 04:44:49+00:00,700716580649349120,@BabyCatCoin @cz_binance Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1544541168653938689,2022-07-06 04:38:05+00:00,700716580649349120,@Heatherfernsby #bull Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1544540960352129024,2022-07-06 04:37:15+00:00,700716580649349120,@NikolaBench @DogeCashToken @BabyDogeCoin @InuKishu @CheemsInu I guess you guys don’t know about #cheems. You will!… https://t.co/fGktyKRhXE
1544540791313293312,2022-07-06 04:36:35+00:00,700716580649349120,@NikolaBench @VoltInuOfficial @InuKishu Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵 #KISHU
1544454907444355072,2022-07-05 22:55:19+00:00,1412245464947195904,"HEAT MAP-US major Index / Stocks (2022.07.05) 

https://t.co/wkb8iQCmNb 

#米国株 #ヒートマップ #株式投資 #米国株投資 #米国株ヒートマップ… https://t.co/e6NcBsFD6b"
1544453444785901570,2022-07-05 22:49:30+00:00,1530219003024744448,"He LOST his #iphone 😱 When he found it , it was destroyed 😢#shorts #appl... https://t.co/IcI82nru6B via @YouTube"
1544433508130893824,2022-07-05 21:30:17+00:00,1544390117917446144,@MarketRebels #appl calls
1544397561880084486,2022-07-05 19:07:26+00:00,1544390117917446144,"Appl 7.15 140 calls 2.18to4.15
#trektrades #appl #OptionsTrading"
1544395699437162496,2022-07-05 19:00:02+00:00,1466094669478125569,"https://t.co/t6kVcSK6IH

Stock market:
$META +4.48% 📈
$GOOG +4.05% 📈
$AMZN +3.65% 📈
$PRX.AS +3.25% 📈

$SHEL -7.31%… https://t.co/wMEDKWOdcC"
1544211865412063234,2022-07-05 06:49:33+00:00,1260341158955212800,The Bond Market is wrong. There is no Fed put. There is much more pain to come. You are being played. They will kee… https://t.co/xBWFjyWQjy
1543908875946102785,2022-07-04 10:45:35+00:00,1401621808395268099,I’m not sure what % of income is cell phones for #appl but I have certainly been expecting this. I could buy A few… https://t.co/EULHcHQBS5
1543900212661731330,2022-07-04 10:11:09+00:00,2787829465,"""PP TAPE FIBRILLATING EXTRUSION PLANT""
""https://t.co/7bgXe43de3""
https://t.co/PIBDIzdrag
info@akiropes.com
export@a… https://t.co/kALoyqlc0K"
1543675455571501057,2022-07-03 19:18:03+00:00,700716580649349120,@NikolaBench @KibaInuWorld @BabyDogeCoin @InuKishu @CheemsInu Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1543496119338115073,2022-07-03 07:25:26+00:00,825413883988959232,"@BusinessFamous APPLE #APPL - Lots of cash, market leader, innovative projects.

AMAZON #AMZN - Market leader, lots… https://t.co/Ow5bDNsMRM"
1543425884518256640,2022-07-03 02:46:20+00:00,1375584696113885186,"Let's look at $APPL again, as it has come very close to achieving the measured move to ~$126. There is also another… https://t.co/BNAKgmCWJX"
1543400228308496384,2022-07-03 01:04:24+00:00,1216824204013654016,"Best Gadgets - Samsung Galaxy Tab S6 Lite 26.31 cm (10.4 inch), S-Pen in Box, Slim and Light, Dolby Atmos Sound, 4… https://t.co/ahNGe7ploJ"
