tweet id,time of tweet,user_id,text
1544681978951262208,2022-07-06 13:57:37+00:00,469277607,BTC/USDT 4H symmetrical triangle. A breakout is imminent. Wait for confirmation. While all eyes on #bitcoin some… https://t.co/yX92fTw8W4
1544681843223584768,2022-07-06 13:57:04+00:00,1521529077236178944,"We recommend this article about #DAO #Web3 #Layer2 #coindesk
@CryptoNotiChe @CoinDesk https://t.co/fXF99zWLtI"
1544674247154585602,2022-07-06 13:26:53+00:00,1402988860263469059,Tuesday saw the return of Brazilian real deposits to the major cryptocurrency exchange Binance via the Pix governme… https://t.co/Z3B6NvSHZ0
1544652393459113984,2022-07-06 12:00:03+00:00,1323280062,One Bitcoin now worth $20086.836. Market Cap $383.388 Billion. Based on #coindesk BPI #bitcoin
1544639221260062722,2022-07-06 11:07:43+00:00,1534051524913074176,Bitcoin Recovers Above $20K as Small ETF Sees History $51M in Weekly Inflows – CoinDesk #Bitcoin #Recovers #20K… https://t.co/6psrjsuLI0
1544622194977902592,2022-07-06 10:00:03+00:00,1323280062,One Bitcoin now worth $20191.871. Market Cap $385.391 Billion. Based on #coindesk BPI #bitcoin
1544591993136943104,2022-07-06 08:00:02+00:00,1323280062,One Bitcoin now worth $20147.067. Market Cap $384.534 Billion. Based on #coindesk BPI #bitcoin
1544561794127200256,2022-07-06 06:00:02+00:00,1323280062,One Bitcoin now worth $20005.195. Market Cap $381.826 Billion. Based on #coindesk BPI #bitcoin
1544531595008376832,2022-07-06 04:00:02+00:00,1323280062,One Bitcoin now worth $19925.995. Market Cap $380.313 Billion. Based on #coindesk BPI #bitcoin
1544529174508888065,2022-07-06 03:50:25+00:00,340070780,"Celsius Repays $183M on DeFi Exchange Maker, Gets Back Collateral, Blockchain Data Shows #coindesk #bitcoin #cryp... https://t.co/p95gT28HqY"
1544501395096834048,2022-07-06 02:00:02+00:00,1323280062,One Bitcoin now worth $19866.352. Market Cap $379.173 Billion. Based on #coindesk BPI #bitcoin
1544496524633051136,2022-07-06 01:40:41+00:00,340070780,Binance Resumes Local Currency Deposits with Brazilian Payment System Pix #coindesk #bitcoin #crypto https://t.co/EoZUtnP76z
1544471198104428545,2022-07-06 00:00:03+00:00,1323280062,One Bitcoin now worth $20184.895. Market Cap $385.251 Billion. Based on #coindesk BPI #bitcoin
1544440997542875137,2022-07-05 22:00:02+00:00,1323280062,One Bitcoin now worth $20326.214. Market Cap $387.947 Billion. Based on #coindesk BPI #bitcoin
1544410798734409728,2022-07-05 20:00:02+00:00,1323280062,One Bitcoin now worth $20380.745. Market Cap $388.987 Billion. Based on #coindesk BPI #bitcoin
1544380599305109504,2022-07-05 18:00:02+00:00,1323280062,One Bitcoin now worth $19673.767. Market Cap $375.492 Billion. Based on #coindesk BPI #bitcoin
1544360720837402625,2022-07-05 16:41:03+00:00,1541876736173805568,"According to #CoinDesk, a complex ownership structure might make it difficult for creditors to collect on debt owed by #3AC."
1544352121633398784,2022-07-05 16:06:53+00:00,62404274,"#Cosmos-Builder #Ignite Cuts Headcount by More Than 50%, Ex-Employees Say #coindesk https://t.co/HKeFS65YB5 #us… https://t.co/CF5Np4aHR9"
1544350400446447616,2022-07-05 16:00:02+00:00,1323280062,One Bitcoin now worth $19479.639. Market Cap $371.785 Billion. Based on #coindesk BPI #bitcoin
1544346934600552456,2022-07-05 15:46:16+00:00,340070780,TeraWulf Adds $50M in Debt for Datacenter Completions #coindesk #bitcoin #crypto https://t.co/8lfVvXOFpv
1544320204666175488,2022-07-05 14:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.781 Billion. Based on #coindesk BPI #bitcoin
1544290006738550784,2022-07-05 12:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.779 Billion. Based on #coindesk BPI #bitcoin
1544259804885131266,2022-07-05 10:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.778 Billion. Based on #coindesk BPI #bitcoin
1544214424722247680,2022-07-05 06:59:43+00:00,1469333808419725316,"That’s something to digest all of you! 😎😎😎

For more updates ⭐⭐⭐Register at https://t.co/BlIZsv9qOP 
@cz_binance… https://t.co/JgbCVzOJH1"
1544199406299250690,2022-07-05 06:00:02+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.777 Billion. Based on #coindesk BPI #bitcoin
1544169210334662659,2022-07-05 04:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.774 Billion. Based on #coindesk BPI #bitcoin
1544139012528640001,2022-07-05 02:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.773 Billion. Based on #coindesk BPI #bitcoin
1544108813799800833,2022-07-05 00:00:04+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.772 Billion. Based on #coindesk BPI #bitcoin
1544089338752876544,2022-07-04 22:42:40+00:00,340070780,"NFT Platforms Should Be Caught by EU Money-Laundering Overhaul, Lawmakers Say #coindesk #bitcoin #crypto https://t.co/P8z7RApI9w"
1544078615553400837,2022-07-04 22:00:04+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.771 Billion. Based on #coindesk BPI #bitcoin
1544050646197755909,2022-07-04 20:08:55+00:00,1543300140253196288,"WonderFi #DeFi platform closed the deal to buy #Coinberry crypto exchange
According to #CoinDesk, the transaction a… https://t.co/qYp23sOWhj"
1544049765868081160,2022-07-04 20:05:25+00:00,1519664849160134658,"WonderFi #DeFi platform closed the deal to buy #Coinberry crypto exchange
According to #CoinDesk, the transaction a… https://t.co/ipCAq1nBn3"
1544048414182309889,2022-07-04 20:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.770 Billion. Based on #coindesk BPI #bitcoin
1544033403829424129,2022-07-04 19:00:24+00:00,1106610869364887553,"Domain Name is for sale at Nametrans. 
#domainisforsale  #domain #digitalrealestate #digitalasset #digitalnft… https://t.co/AEyNmJDNYS"
1544018211867398146,2022-07-04 18:00:02+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.769 Billion. Based on #coindesk BPI #bitcoin
1543997827726073858,2022-07-04 16:39:02+00:00,469277607,"In my opinion based on experience and the information the chart is generating, stop-loss hunters will sweep high le… https://t.co/yzaQOgFxjl"
1543988014082408450,2022-07-04 16:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.767 Billion. Based on #coindesk BPI #bitcoin
1543972914323750912,2022-07-04 15:00:03+00:00,1282946582,Argentinians purchased up to 3x times as many stablecoins as usual over the weekend following the economy minister'… https://t.co/fOEVeqqRUt
1543962982442364933,2022-07-04 14:20:35+00:00,340070780,"CoinShares Completes Napoleon Acquisition, Can Now Promote Products Across EU #coindesk #bitcoin #crypto https://t.co/u0TSBKEbug"
1543957814527270916,2022-07-04 14:00:02+00:00,1323280062,One Bitcoin now worth $19531.344. Market Cap $372.756 Billion. Based on #coindesk BPI #bitcoin
1543927615597191169,2022-07-04 12:00:03+00:00,1323280062,One Bitcoin now worth $19767.732. Market Cap $377.265 Billion. Based on #coindesk BPI #bitcoin
1543924667739676673,2022-07-04 11:48:20+00:00,1410260848292081670,#Argentinians purchased up to 3x times as many stablecoins as usual over the weekend following the economy minister… https://t.co/PaKLpVqbU7
1543897417346695168,2022-07-04 10:00:03+00:00,1323280062,One Bitcoin now worth $19366.426. Market Cap $369.604 Billion. Based on #coindesk BPI #bitcoin
1543895689821929472,2022-07-04 09:53:11+00:00,1533747469447741441,JUST IN: 🇦🇷 Argentinians purchased up to 3x times as many #stablecoins  as usual over the weekend following the eco… https://t.co/aXB1mzDTOK
1543867216571031554,2022-07-04 08:00:02+00:00,1323280062,One Bitcoin now worth $19107.399. Market Cap $364.660 Billion. Based on #coindesk BPI #bitcoin
1543837615761133568,2022-07-04 06:02:25+00:00,340070780,Argentines Take Refuge in Stablecoins After Economy Minister Resignation #coindesk #bitcoin #crypto https://t.co/n6tAwIhDoM
1543837021634007042,2022-07-04 06:00:03+00:00,1323280062,One Bitcoin now worth $19123.647. Market Cap $364.969 Billion. Based on #coindesk BPI #bitcoin
1543806821986713602,2022-07-04 04:00:03+00:00,1323280062,One Bitcoin now worth $19095.667. Market Cap $364.434 Billion. Based on #coindesk BPI #bitcoin
1543776622213533705,2022-07-04 02:00:03+00:00,1323280062,One Bitcoin now worth $19204.776. Market Cap $366.516 Billion. Based on #coindesk BPI #bitcoin
1543746422830415873,2022-07-04 00:00:03+00:00,1323280062,One Bitcoin now worth $19303.486. Market Cap $368.397 Billion. Based on #coindesk BPI #bitcoin
1543735925032636416,2022-07-03 23:18:20+00:00,340070780,"Meta to Shutter Novi Crypto Payments Wallet in September, Ending Libra Saga #coindesk #bitcoin #crypto https://t.co/15sY1wpcM3"
1543716225498419200,2022-07-03 22:00:03+00:00,1323280062,One Bitcoin now worth $19297.420. Market Cap $368.279 Billion. Based on #coindesk BPI #bitcoin
1543707736986238981,2022-07-03 21:26:19+00:00,1469381332002295811,BITCOIN PRICE| CRYPTO LIQUDATION EXPLAINED https://t.co/Mgh4zHLACC via @YouTube #cryptoliqudation #michaelsaylor… https://t.co/XM8zu7CpNT
1543704642395246597,2022-07-03 21:14:02+00:00,86720236,"Biden Official Reveals Crypto Plans Amid $2 Trillion Terra Luna Led Bitcoin, Ethereum, BNB, XRP, Solana, Cardano An… https://t.co/9C7TFrtX5W"
1543686026627014661,2022-07-03 20:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.633 Billion. Based on #coindesk BPI #bitcoin
1543655827394990086,2022-07-03 18:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.632 Billion. Based on #coindesk BPI #bitcoin
1543639810450923520,2022-07-03 16:56:24+00:00,340070780,Hard Times in Crypto: the Unintended Consequences of Going Public #coindesk #bitcoin #crypto https://t.co/slEu5Hr40H
1543631280394215424,2022-07-03 16:22:31+00:00,1439886663660998659,📹 Check out our newest Highlight from the #Coindesk #Interview on how #Inery is different from the other projects i… https://t.co/11kvRBibeC
1543625627902812161,2022-07-03 16:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.630 Billion. Based on #coindesk BPI #bitcoin
1543595428184264704,2022-07-03 14:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.628 Billion. Based on #coindesk BPI #bitcoin
1543565227492577281,2022-07-03 12:00:02+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.627 Billion. Based on #coindesk BPI #bitcoin
1543535030949056514,2022-07-03 10:00:03+00:00,1323280062,One Bitcoin now worth $19020.701. Market Cap $362.988 Billion. Based on #coindesk BPI #bitcoin
1543525566812340224,2022-07-03 09:22:27+00:00,340070780,Sam Bankman-Fried Says He’d Consider Acquiring Troubled Crypto Miners Next #coindesk #bitcoin #crypto https://t.co/NmmwkHrtT8
1543504829775056899,2022-07-03 08:00:03+00:00,1323280062,One Bitcoin now worth $19119.635. Market Cap $364.874 Billion. Based on #coindesk BPI #bitcoin
1543491945657409543,2022-07-03 07:08:51+00:00,899593250620678144,"Solana’s Biggest DeFi Lender Almost Got Rekt. Then Binance Stepped In
#Solana #DeFi #dollar #Binance #CoinDesk… https://t.co/DRwzAl03lu"
1543474633575473154,2022-07-03 06:00:03+00:00,1323280062,One Bitcoin now worth $19034.726. Market Cap $363.253 Billion. Based on #coindesk BPI #bitcoin
1543444433982611456,2022-07-03 04:00:03+00:00,1323280062,One Bitcoin now worth $19247.448. Market Cap $367.311 Billion. Based on #coindesk BPI #bitcoin
1543414234977034242,2022-07-03 02:00:03+00:00,1323280062,One Bitcoin now worth $19176.031. Market Cap $365.947 Billion. Based on #coindesk BPI #bitcoin
1543390238516449280,2022-07-03 00:24:42+00:00,340070780,Three Arrows Paper Trail Leads to Trading Desk Obscured Via Offshore Entities #coindesk #bitcoin #crypto https://t.co/kRybwYrqXv
1543384039138230275,2022-07-03 00:00:04+00:00,1323280062,One Bitcoin now worth $19294.707. Market Cap $368.211 Billion. Based on #coindesk BPI #bitcoin
